ID_Venta;Fecha;País;Ciudad;Cliente;Producto;Categoría;Cantidad;Precio_Unitario;Monto_Total;Medio_Envio;Estado_Envio
1165;2025-01-23;Uruguay;Paysandú;Luis Pérez;Teclado;Accesorios;3;997.62;2992.86;Terrestre;Cancelado
1166;2024-08-02;Argentina;Rosario;Juan García;Auriculares;Accesorios;4;453.64;1814.56;Aéreo;Cancelado
1167;2025-01-23;Chile;Valparaíso;María López;Auriculares;Accesorios;2;421.55;843.1;Marítimo;Cancelado
1168;2024-05-19;Perú;Lima;Ana García;Teclado;Accesorios;1;168.21;168.21;Marítimo;En tránsito
1169;2024-12-16;Chile;Valparaíso;Pedro Rodríguez;Escritorio;Muebles;2;670.19;1340.38;Aéreo;Entregado
1170;2024-04-11;Uruguay;Paysandú;Carlos Rodríguez;Monitor;Electrónica;3;655.65;1966.95;Aéreo;Cancelado
1171;2024-05-23;Argentina;Rosario;Juan Martínez;Tablet;Electrónica;1;667.32;667.32;Aéreo;Pendiente
1172;2024-08-09;Ecuador;Cuenca;Juan López;Auriculares;Accesorios;3;856.77;2570.31;Terrestre;Cancelado
1173;2024-09-22;Perú;Lima;Pedro Pérez;Silla ergonómica;Muebles;5;477.06;2385.3;Marítimo;Cancelado
1174;2024-05-19;Venezuela;Maracaibo;María Sánchez;Escritorio;Muebles;1;200.62;200.62;Terrestre;Entregado
1175;2024-10-17;Colombia;Medellín;Pedro Pérez;Tablet;Electrónica;5;931.39;4656.95;Aéreo;Pendiente
1176;2024-07-31;Perú;Cusco;María López;Tablet;Electrónica;4;935.99;3743.96;Terrestre;Pendiente
1177;2025-01-16;Colombia;Cali;Pedro Martínez;Teclado;Accesorios;2;343.05;686.1;Terrestre;En tránsito
1178;2024-04-22;Bolivia;Cochabamba;Laura Martínez;Teclado;Accesorios;5;934.88;4674.4;Aéreo;Entregado
1179;2024-12-30;Venezuela;Caracas;Laura García;Tablet;Electrónica;4;466.85;1867.4;Marítimo;Cancelado
1180;2024-11-27;Venezuela;Valencia;Carlos López;Impresora;Oficina;1;1184.06;1184.06;Aéreo;Cancelado
1181;2024-09-20;Bolivia;Santa Cruz;Pedro Rodríguez;Impresora;Oficina;4;693.49;2773.96;Marítimo;Cancelado
1182;2024-03-19;Uruguay;Salto;Luis Sánchez;Monitor;Electrónica;1;65.35;65.35;Marítimo;Entregado
1183;2024-08-12;Venezuela;Maracaibo;María García;Auriculares;Accesorios;1;1083.37;1083.37;Aéreo;Pendiente
1184;2025-02-19;Ecuador;Guayaquil;Lucía Pérez;Auriculares;Accesorios;2;372.38;744.76;Marítimo;Pendiente
1185;2024-10-22;Perú;Lima;Juan Sánchez;Auriculares;Accesorios;3;1051.9;3155.7;Marítimo;Entregado
1186;2024-12-20;Colombia;Bogotá;Luis García;Laptop;Electrónica;1;973.08;973.08;Aéreo;Cancelado
1187;2024-02-26;Argentina;Buenos Aires;Carlos López;Auriculares;Accesorios;1;153.42;153.42;Marítimo;Entregado
1188;2024-08-22;Venezuela;Maracaibo;Ana García;Auriculares;Accesorios;2;437.94;875.88;Marítimo;En tránsito
1189;2024-10-01;Uruguay;Montevideo;Pedro García;Monitor;Electrónica;1;208.24;208.24;Terrestre;Cancelado
1190;2024-07-16;Venezuela;Maracaibo;Carlos Sánchez;Auriculares;Accesorios;2;329.36;658.72;Aéreo;Entregado
1191;2024-01-28;Perú;Arequipa;María Rodríguez;Auriculares;Accesorios;3;1189.09;3567.27;Aéreo;Entregado
1192;2024-09-01;Colombia;Cali;María García;Teclado;Accesorios;4;466.59;1866.36;Terrestre;Entregado
1193;2025-02-06;Argentina;Rosario;Juan García;Auriculares;Accesorios;4;570.58;2282.32;Terrestre;Cancelado
1194;2024-09-05;Chile;Concepción;Ana García;Impresora;Oficina;1;767.03;767.03;Terrestre;Pendiente
1195;2024-08-29;Argentina;Buenos Aires;Luis Sánchez;Teclado;Accesorios;3;46.63;139.89;Terrestre;En tránsito
1196;2024-08-17;Paraguay;Ciudad del Este;Carlos Rodríguez;Impresora;Oficina;3;140.91;422.73;Aéreo;Pendiente
1197;2025-01-13;Bolivia;Santa Cruz;Ana García;Cámara;Electrónica;2;874.18;1748.36;Aéreo;Entregado
1198;2024-02-10;Ecuador;Cuenca;Juan Sánchez;Celular;Electrónica;1;536.29;536.29;Marítimo;Cancelado
1199;2024-10-01;Bolivia;La Paz;Luis Pérez;Silla ergonómica;Muebles;1;812.62;812.62;Marítimo;Pendiente
1200;2025-02-07;Paraguay;Ciudad del Este;Ana López;Cámara;Electrónica;1;515.03;515.03;Marítimo;En tránsito
1201;2024-01-06;Colombia;Cali;Carlos Pérez;Teclado;Accesorios;1;1141.22;1141.22;Aéreo;Cancelado
1202;2024-03-31;Perú;Arequipa;Ana Pérez;Monitor;Electrónica;5;363.96;1819.8;Aéreo;Cancelado
1203;2024-03-20;Chile;Valparaíso;Lucía López;Celular;Electrónica;3;1064.65;3193.95;Aéreo;Pendiente
1204;2024-01-09;Colombia;Bogotá;Juan García;Auriculares;Accesorios;2;630.95;1261.9;Marítimo;Pendiente
1205;2024-05-27;Ecuador;Guayaquil;Ana Pérez;Impresora;Oficina;4;205.84;823.36;Aéreo;Pendiente
1206;2024-10-01;Brasil;Brasília;Juan Rodríguez;Auriculares;Accesorios;4;234.93;939.72;Terrestre;Cancelado
1207;2024-06-06;Bolivia;La Paz;Lucía Sánchez;Silla ergonómica;Muebles;5;92.75;463.75;Marítimo;Entregado
1208;2024-09-04;Colombia;Medellín;Ana López;Silla ergonómica;Muebles;5;1197.33;5986.65;Aéreo;En tránsito
1209;2024-07-09;Brasil;Rio de Janeiro;Luis Sánchez;Escritorio;Muebles;2;748.13;1496.26;Aéreo;Pendiente
1210;2024-11-17;Brasil;Rio de Janeiro;Juan Rodríguez;Monitor;Electrónica;2;110.83;221.66;Aéreo;En tránsito
1211;2024-12-04;Uruguay;Salto;Pedro López;Cámara;Electrónica;4;992.09;3968.36;Terrestre;En tránsito
1212;2025-03-21;Ecuador;Cuenca;Juan Martínez;Tablet;Electrónica;5;119.95;599.75;Marítimo;Entregado
1213;2024-11-19;Argentina;Buenos Aires;Luis García;Teclado;Accesorios;2;926.57;1853.14;Aéreo;Pendiente
1214;2024-05-19;Venezuela;Caracas;Juan Martínez;Tablet;Electrónica;2;31.87;63.74;Aéreo;Entregado
1215;2024-07-17;Venezuela;Valencia;Juan Sánchez;Celular;Electrónica;3;883.42;2650.26;Aéreo;En tránsito
1216;2025-02-13;Bolivia;La Paz;Carlos López;Impresora;Oficina;2;163.93;327.86;Terrestre;Entregado
1217;2024-02-09;Uruguay;Paysandú;Lucía Sánchez;Tablet;Electrónica;1;544.79;544.79;Marítimo;Pendiente
1218;2024-08-03;Argentina;Rosario;Pedro García;Celular;Electrónica;5;270.07;1350.35;Terrestre;Cancelado
1219;2025-03-02;Ecuador;Quito;María Pérez;Teclado;Accesorios;1;185.13;185.13;Aéreo;Entregado
1220;2025-02-18;Chile;Valparaíso;Laura Sánchez;Laptop;Electrónica;1;521.09;521.09;Marítimo;Entregado
1221;2025-01-18;Uruguay;Paysandú;Luis Rodríguez;Monitor;Electrónica;1;460.16;460.16;Aéreo;Entregado
1222;2024-09-10;Venezuela;Caracas;María García;Teclado;Accesorios;2;1003.38;2006.76;Marítimo;Entregado
1223;2024-05-27;Ecuador;Guayaquil;María Sánchez;Laptop;Electrónica;1;943.2;943.2;Marítimo;Entregado
1224;2024-10-27;Ecuador;Quito;Luis Martínez;Laptop;Electrónica;1;41.58;41.58;Aéreo;En tránsito
1225;2024-03-24;Argentina;Córdoba;Lucía García;Cámara;Electrónica;4;82.2;328.8;Terrestre;En tránsito
1226;2024-03-24;Argentina;Córdoba;María Rodríguez;Impresora;Oficina;4;299.62;1198.48;Terrestre;Pendiente
1227;2025-01-15;Venezuela;Valencia;Pedro Martínez;Monitor;Electrónica;2;1044.56;2089.12;Marítimo;Pendiente
1228;2024-08-09;Brasil;São Paulo;Ana Sánchez;Impresora;Oficina;1;278.13;278.13;Aéreo;En tránsito
1229;2025-01-05;Venezuela;Maracaibo;Carlos Martínez;Auriculares;Accesorios;1;62;62;Aéreo;Pendiente
1230;2024-09-26;Argentina;Rosario;Ana Sánchez;Silla ergonómica;Muebles;1;346.7;346.7;Marítimo;Cancelado
1231;2024-01-24;Brasil;São Paulo;Pedro García;Silla ergonómica;Muebles;5;751.84;3759.2;Aéreo;Pendiente
1232;2024-07-25;Colombia;Cali;Carlos López;Auriculares;Accesorios;3;812.88;2438.64;Terrestre;En tránsito
1233;2024-04-02;Brasil;Rio de Janeiro;María Rodríguez;Laptop;Electrónica;5;257.11;1285.55;Terrestre;Pendiente
1234;2024-10-15;Colombia;Cali;Juan Sánchez;Escritorio;Muebles;1;377.78;377.78;Aéreo;Pendiente
1235;2025-03-02;Argentina;Córdoba;Pedro Rodríguez;Escritorio;Muebles;1;76.55;76.55;Marítimo;Cancelado
1236;2024-02-14;Uruguay;Paysandú;María López;Impresora;Oficina;5;139.53;697.65;Marítimo;Cancelado
1237;2024-02-05;Perú;Arequipa;María López;Tablet;Electrónica;2;312.36;624.72;Terrestre;Cancelado
1238;2024-02-05;Argentina;Buenos Aires;Laura López;Auriculares;Accesorios;2;351.29;702.58;Aéreo;Cancelado
1239;2024-09-27;Chile;Valparaíso;Laura García;Silla ergonómica;Muebles;3;778.03;2334.09;Aéreo;Entregado
1240;2024-04-01;Bolivia;Santa Cruz;Luis Rodríguez;Tablet;Electrónica;1;912.31;912.31;Marítimo;Cancelado
1241;2024-06-30;Colombia;Bogotá;Laura Martínez;Cámara;Electrónica;3;109.19;327.57;Marítimo;Entregado
1242;2024-11-08;Perú;Arequipa;Pedro Rodríguez;Laptop;Electrónica;2;269.9;539.8;Terrestre;En tránsito
1243;2024-06-13;Colombia;Cali;Ana Martínez;Laptop;Electrónica;4;207.66;830.64;Terrestre;Cancelado
1244;2024-07-19;Brasil;Brasília;Ana López;Silla ergonómica;Muebles;2;694.23;1388.46;Terrestre;Cancelado
1245;2024-01-09;Venezuela;Valencia;María Sánchez;Impresora;Oficina;2;85.3;170.6;Aéreo;Pendiente
1246;2024-10-17;Bolivia;Cochabamba;Ana Rodríguez;Impresora;Oficina;3;751.58;2254.74;Marítimo;Pendiente
1247;2025-02-07;Paraguay;Asunción;Ana Martínez;Cámara;Electrónica;5;203.09;1015.45;Aéreo;Pendiente
1248;2024-04-27;Argentina;Rosario;Laura Sánchez;Tablet;Electrónica;5;33.48;167.4;Terrestre;Cancelado
1249;2024-10-22;Ecuador;Cuenca;Luis Rodríguez;Monitor;Electrónica;4;1042.2;4168.8;Aéreo;Entregado
1250;2024-04-13;Perú;Lima;Ana López;Silla ergonómica;Muebles;3;471.77;1415.31;Marítimo;En tránsito
1251;2024-09-03;Uruguay;Montevideo;Luis López;Cámara;Electrónica;5;291.98;1459.9;Terrestre;Entregado
1252;2024-12-08;Brasil;Rio de Janeiro;Pedro Pérez;Impresora;Oficina;4;1081.01;4324.04;Aéreo;Pendiente
1253;2024-05-27;Perú;Cusco;Laura Martínez;Teclado;Accesorios;2;91.57;183.14;Terrestre;Pendiente
1254;2024-07-31;Paraguay;Ciudad del Este;Ana Sánchez;Monitor;Electrónica;1;446.62;446.62;Terrestre;Entregado
1255;2024-01-30;Colombia;Bogotá;Lucía López;Teclado;Accesorios;2;780.51;1561.02;Marítimo;Pendiente
1256;2024-07-20;Brasil;Rio de Janeiro;Carlos Rodríguez;Laptop;Electrónica;4;116.66;466.64;Terrestre;En tránsito
1257;2025-01-30;Brasil;Rio de Janeiro;Ana Rodríguez;Impresora;Oficina;3;1033.73;3101.19;Aéreo;En tránsito
1258;2024-12-23;Uruguay;Montevideo;Ana García;Cámara;Electrónica;4;131.93;527.72;Terrestre;Pendiente
1259;2024-02-15;Bolivia;Cochabamba;Juan García;Tablet;Electrónica;5;1141.98;5709.9;Aéreo;En tránsito
1260;2024-07-06;Chile;Santiago;Pedro Sánchez;Celular;Electrónica;3;78.69;236.07;Marítimo;En tránsito
1261;2024-11-12;Paraguay;Ciudad del Este;Pedro López;Celular;Electrónica;1;301.64;301.64;Aéreo;Pendiente
1262;2024-10-14;Ecuador;Cuenca;Laura Martínez;Cámara;Electrónica;1;561.7;561.7;Terrestre;Pendiente
1263;2025-02-12;Paraguay;Asunción;Pedro García;Cámara;Electrónica;4;1074.89;4299.56;Marítimo;Entregado
1264;2024-10-21;Perú;Arequipa;María Sánchez;Celular;Electrónica;1;169.84;169.84;Marítimo;Entregado
1265;2024-11-15;Ecuador;Quito;Carlos Sánchez;Escritorio;Muebles;1;429.62;429.62;Marítimo;Pendiente
1266;2024-04-22;Uruguay;Paysandú;Pedro López;Laptop;Electrónica;5;691.28;3456.4;Marítimo;En tránsito
1267;2025-01-30;Uruguay;Paysandú;Laura García;Monitor;Electrónica;4;1032.37;4129.48;Terrestre;Cancelado
1268;2024-01-30;Argentina;Buenos Aires;Carlos Martínez;Impresora;Oficina;5;286.18;1430.9;Aéreo;Pendiente
1269;2025-01-05;Bolivia;Santa Cruz;Luis Martínez;Tablet;Electrónica;5;851.49;4257.45;Marítimo;En tránsito
1270;2024-07-07;Uruguay;Montevideo;Pedro García;Silla ergonómica;Muebles;3;350.69;1052.07;Marítimo;Entregado
1271;2024-10-29;Venezuela;Valencia;Laura Martínez;Cámara;Electrónica;4;86.52;346.08;Marítimo;Pendiente
1272;2024-01-15;Paraguay;Encarnación;María López;Monitor;Electrónica;2;99.46;198.92;Terrestre;En tránsito
1273;2024-03-20;Brasil;São Paulo;Pedro Rodríguez;Silla ergonómica;Muebles;2;535.8;1071.6;Terrestre;En tránsito
1274;2024-02-29;Chile;Santiago;Lucía Martínez;Cámara;Electrónica;2;680.76;1361.52;Aéreo;En tránsito
1275;2024-07-17;Bolivia;Cochabamba;Luis Martínez;Auriculares;Accesorios;5;1105.09;5525.45;Aéreo;Cancelado
1276;2024-12-08;Paraguay;Asunción;Ana Pérez;Escritorio;Muebles;3;1032.18;3096.54;Marítimo;Pendiente
1277;2024-04-02;Brasil;Brasília;Laura López;Celular;Electrónica;2;1097.07;2194.14;Marítimo;Entregado
1278;2024-09-03;Uruguay;Salto;Ana García;Laptop;Electrónica;3;904.05;2712.15;Marítimo;En tránsito
1279;2024-05-12;Paraguay;Encarnación;Laura Sánchez;Silla ergonómica;Muebles;5;1026.15;5130.75;Terrestre;En tránsito
1280;2024-10-23;Uruguay;Salto;Pedro López;Auriculares;Accesorios;5;72.46;362.3;Aéreo;Cancelado
1281;2024-08-03;Perú;Cusco;Juan Sánchez;Silla ergonómica;Muebles;4;800.07;3200.28;Terrestre;En tránsito
1282;2024-07-20;Uruguay;Montevideo;Pedro Rodríguez;Celular;Electrónica;1;410;410;Marítimo;Pendiente
1283;2024-09-29;Paraguay;Asunción;Laura Pérez;Impresora;Oficina;5;502.38;2511.9;Aéreo;Entregado
1284;2024-03-09;Brasil;Rio de Janeiro;María García;Laptop;Electrónica;1;626.83;626.83;Marítimo;Cancelado
1285;2025-03-22;Perú;Lima;Juan Pérez;Auriculares;Accesorios;3;891.45;2674.35;Marítimo;En tránsito
1286;2025-01-13;Colombia;Medellín;María López;Laptop;Electrónica;5;315.89;1579.45;Terrestre;Cancelado
1287;2024-10-04;Chile;Santiago;Carlos Pérez;Escritorio;Muebles;1;1005.18;1005.18;Terrestre;Entregado
1288;2024-11-18;Bolivia;La Paz;Laura García;Celular;Electrónica;1;39.62;39.62;Marítimo;Cancelado
1289;2024-03-19;Venezuela;Maracaibo;Juan García;Impresora;Oficina;3;332.16;996.48;Terrestre;Cancelado
1290;2024-12-02;Brasil;São Paulo;Luis Pérez;Silla ergonómica;Muebles;5;869.03;4345.15;Terrestre;Pendiente
1291;2024-06-26;Bolivia;Santa Cruz;Luis Martínez;Tablet;Electrónica;5;364.33;1821.65;Terrestre;En tránsito
1292;2024-02-28;Ecuador;Cuenca;Carlos Pérez;Silla ergonómica;Muebles;4;58.95;235.8;Terrestre;Cancelado
1293;2024-06-11;Chile;Valparaíso;Pedro Rodríguez;Laptop;Electrónica;2;233.97;467.94;Aéreo;Cancelado
1294;2024-11-03;Uruguay;Paysandú;Luis Rodríguez;Tablet;Electrónica;5;170.24;851.2;Aéreo;Cancelado
1295;2024-05-28;Bolivia;Cochabamba;Pedro López;Silla ergonómica;Muebles;4;392.03;1568.12;Terrestre;Cancelado
1296;2024-06-27;Perú;Arequipa;María López;Tablet;Electrónica;1;764.8;764.8;Marítimo;Entregado
1297;2024-02-19;Chile;Concepción;Juan Sánchez;Impresora;Oficina;2;711.2;1422.4;Aéreo;Cancelado
1298;2024-12-18;Colombia;Bogotá;María López;Cámara;Electrónica;5;333.64;1668.2;Marítimo;Entregado
1299;2024-08-14;Bolivia;Santa Cruz;María López;Laptop;Electrónica;5;1161.17;5805.85;Marítimo;En tránsito
1300;2024-07-14;Bolivia;Santa Cruz;Pedro Sánchez;Silla ergonómica;Muebles;1;530.2;530.2;Marítimo;Pendiente
1301;2024-09-08;Perú;Cusco;Luis Rodríguez;Cámara;Electrónica;2;1014.26;2028.52;Aéreo;Entregado
1302;2024-08-11;Argentina;Buenos Aires;Lucía Martínez;Silla ergonómica;Muebles;5;138.68;693.4;Aéreo;Pendiente
1303;2024-03-22;Paraguay;Encarnación;Laura García;Escritorio;Muebles;1;709.99;709.99;Terrestre;Pendiente
1304;2024-06-18;Bolivia;Santa Cruz;Ana López;Laptop;Electrónica;4;682.23;2728.92;Marítimo;Pendiente
1305;2025-03-03;Argentina;Córdoba;Luis Pérez;Cámara;Electrónica;5;686.22;3431.1;Terrestre;Cancelado
1306;2024-08-25;Chile;Valparaíso;Lucía Pérez;Impresora;Oficina;1;896.17;896.17;Terrestre;Cancelado
1307;2024-11-21;Bolivia;La Paz;Luis García;Escritorio;Muebles;2;1118.77;2237.54;Terrestre;En tránsito
1308;2024-01-14;Brasil;São Paulo;María Rodríguez;Tablet;Electrónica;3;996.53;2989.59;Aéreo;Pendiente
1309;2024-10-06;Brasil;Brasília;Ana García;Celular;Electrónica;4;1181.38;4725.52;Marítimo;Cancelado
1310;2025-03-12;Bolivia;Santa Cruz;Lucía García;Monitor;Electrónica;4;1018.37;4073.48;Marítimo;Entregado
1311;2025-03-01;Perú;Cusco;Luis Sánchez;Impresora;Oficina;2;345.79;691.58;Aéreo;Entregado
1312;2024-09-18;Ecuador;Quito;Lucía Martínez;Impresora;Oficina;3;1190.61;3571.83;Marítimo;En tránsito
1313;2025-01-19;Bolivia;Santa Cruz;Ana Rodríguez;Auriculares;Accesorios;1;973.97;973.97;Marítimo;En tránsito
1314;2024-11-26;Uruguay;Salto;Pedro Rodríguez;Celular;Electrónica;3;197.85;593.55;Terrestre;En tránsito
1315;2024-05-12;Colombia;Bogotá;Pedro Rodríguez;Escritorio;Muebles;2;324.66;649.32;Marítimo;Pendiente
1316;2024-03-06;Perú;Arequipa;Ana García;Escritorio;Muebles;2;69.31;138.62;Aéreo;Cancelado
1317;2024-10-02;Paraguay;Ciudad del Este;Juan Sánchez;Celular;Electrónica;3;649.13;1947.39;Terrestre;Cancelado
1318;2025-01-16;Perú;Arequipa;Pedro Sánchez;Auriculares;Accesorios;1;416.7;416.7;Marítimo;Pendiente
1319;2024-05-08;Uruguay;Salto;Lucía Sánchez;Teclado;Accesorios;5;670.09;3350.45;Marítimo;En tránsito
1320;2024-09-05;Venezuela;Valencia;Luis Sánchez;Silla ergonómica;Muebles;1;1105.56;1105.56;Aéreo;En tránsito
1321;2024-08-31;Chile;Santiago;Laura Sánchez;Teclado;Accesorios;4;358.28;1433.12;Aéreo;Entregado
1322;2025-03-08;Paraguay;Ciudad del Este;Pedro García;Auriculares;Accesorios;2;304.33;608.66;Terrestre;Entregado
1323;2024-10-18;Ecuador;Cuenca;Ana Sánchez;Tablet;Electrónica;5;933.32;4666.6;Marítimo;Cancelado
1324;2024-08-03;Uruguay;Paysandú;Juan Pérez;Tablet;Electrónica;4;630.68;2522.72;Aéreo;Pendiente
1325;2024-12-15;Perú;Cusco;Laura Rodríguez;Monitor;Electrónica;1;691.47;691.47;Marítimo;Entregado
1326;2024-01-21;Colombia;Medellín;Pedro Rodríguez;Impresora;Oficina;4;1001.85;4007.4;Marítimo;Cancelado
1327;2024-02-01;Colombia;Medellín;María Rodríguez;Tablet;Electrónica;5;1012.84;5064.2;Aéreo;Pendiente
1328;2024-06-05;Argentina;Córdoba;Pedro García;Celular;Electrónica;2;1196.86;2393.72;Terrestre;Pendiente
1329;2024-10-11;Paraguay;Encarnación;Lucía López;Tablet;Electrónica;1;655.77;655.77;Marítimo;Entregado
1330;2024-08-24;Ecuador;Guayaquil;Pedro Sánchez;Impresora;Oficina;1;819.88;819.88;Aéreo;Cancelado
1331;2024-06-09;Brasil;Brasília;Laura Sánchez;Escritorio;Muebles;3;286.48;859.44;Aéreo;En tránsito
1332;2025-02-19;Chile;Santiago;Carlos Rodríguez;Silla ergonómica;Muebles;3;121.44;364.32;Terrestre;Pendiente
1333;2024-12-13;Chile;Concepción;Luis López;Silla ergonómica;Muebles;5;1165.52;5827.6;Aéreo;Entregado
1334;2024-07-02;Venezuela;Valencia;Lucía Martínez;Tablet;Electrónica;3;1073.29;3219.87;Aéreo;Cancelado
1335;2025-02-28;Uruguay;Salto;Luis Martínez;Tablet;Electrónica;5;708.47;3542.35;Terrestre;Entregado
1336;2025-02-06;Venezuela;Valencia;María Sánchez;Cámara;Electrónica;5;1003.79;5018.95;Marítimo;Cancelado
1337;2024-05-15;Brasil;Rio de Janeiro;Juan Sánchez;Auriculares;Accesorios;4;28.2;112.8;Marítimo;Cancelado
1338;2024-11-06;Ecuador;Quito;Carlos Martínez;Auriculares;Accesorios;5;81.53;407.65;Marítimo;Entregado
1339;2025-02-23;Venezuela;Caracas;Pedro Rodríguez;Silla ergonómica;Muebles;4;1055.47;4221.88;Terrestre;Pendiente
1340;2024-01-05;Perú;Arequipa;Carlos Pérez;Laptop;Electrónica;4;359.04;1436.16;Marítimo;En tránsito
1341;2025-02-15;Ecuador;Guayaquil;Juan Martínez;Silla ergonómica;Muebles;5;165.07;825.35;Terrestre;Cancelado
1342;2025-03-05;Chile;Concepción;Pedro Martínez;Celular;Electrónica;1;619.51;619.51;Terrestre;En tránsito
1343;2025-01-08;Venezuela;Valencia;Laura Sánchez;Silla ergonómica;Muebles;4;871.52;3486.08;Marítimo;En tránsito
1344;2024-11-05;Argentina;Córdoba;Pedro Rodríguez;Laptop;Electrónica;5;1023.97;5119.85;Aéreo;Pendiente
1345;2025-02-13;Ecuador;Guayaquil;María Pérez;Celular;Electrónica;2;1132.08;2264.16;Terrestre;En tránsito
1346;2024-02-15;Bolivia;La Paz;Ana Pérez;Cámara;Electrónica;4;1028.26;4113.04;Aéreo;Entregado
1347;2024-04-12;Paraguay;Ciudad del Este;Ana Rodríguez;Escritorio;Muebles;4;406.3;1625.2;Terrestre;Cancelado
1348;2024-09-11;Paraguay;Asunción;Pedro García;Tablet;Electrónica;5;695.68;3478.4;Marítimo;Pendiente
1349;2024-03-19;Colombia;Bogotá;Luis Sánchez;Silla ergonómica;Muebles;4;812.53;3250.12;Terrestre;En tránsito
1350;2025-02-10;Bolivia;La Paz;Lucía Martínez;Laptop;Electrónica;2;566.35;1132.7;Aéreo;Entregado
1351;2024-12-20;Perú;Lima;Laura Martínez;Auriculares;Accesorios;3;301.41;904.23;Marítimo;Pendiente
1352;2024-01-17;Ecuador;Quito;Lucía Rodríguez;Impresora;Oficina;2;665.3;1330.6;Aéreo;Pendiente
1353;2024-03-21;Uruguay;Paysandú;Ana Rodríguez;Teclado;Accesorios;1;23.31;23.31;Aéreo;Entregado
1354;2024-01-08;Uruguay;Salto;María Sánchez;Impresora;Oficina;1;637.76;637.76;Terrestre;Cancelado
1355;2024-05-05;Brasil;Brasília;Ana López;Monitor;Electrónica;1;1057.69;1057.69;Terrestre;Pendiente
1356;2024-11-20;Chile;Valparaíso;Laura Rodríguez;Silla ergonómica;Muebles;2;575.67;1151.34;Marítimo;Cancelado
1357;2025-03-01;Colombia;Bogotá;María García;Impresora;Oficina;3;207.2;621.6;Terrestre;Entregado
1358;2024-10-03;Venezuela;Caracas;Laura Sánchez;Auriculares;Accesorios;1;62.44;62.44;Marítimo;Pendiente
1359;2024-10-08;Chile;Valparaíso;Ana Rodríguez;Cámara;Electrónica;5;427.53;2137.65;Aéreo;Pendiente
1360;2024-12-01;Chile;Valparaíso;Luis Martínez;Tablet;Electrónica;2;925.29;1850.58;Aéreo;Cancelado
1361;2024-12-03;Paraguay;Ciudad del Este;Juan Martínez;Escritorio;Muebles;1;820.8;820.8;Terrestre;En tránsito
1362;2024-03-09;Chile;Concepción;Lucía Martínez;Silla ergonómica;Muebles;4;927.14;3708.56;Aéreo;En tránsito
1363;2024-11-04;Argentina;Rosario;Carlos Rodríguez;Auriculares;Accesorios;2;1102.83;2205.66;Marítimo;Pendiente
1364;2024-03-15;Colombia;Medellín;Luis Rodríguez;Laptop;Electrónica;3;47.17;141.51;Marítimo;Cancelado
1365;2025-02-24;Perú;Cusco;Lucía López;Tablet;Electrónica;4;22.18;88.72;Marítimo;Pendiente
1366;2024-06-25;Perú;Lima;Ana López;Laptop;Electrónica;5;601.92;3009.6;Marítimo;Cancelado
1367;2025-01-19;Bolivia;La Paz;Ana Sánchez;Tablet;Electrónica;1;262.81;262.81;Marítimo;Cancelado
1368;2024-02-29;Perú;Lima;María Rodríguez;Celular;Electrónica;5;291.32;1456.6;Aéreo;Cancelado
1369;2024-02-24;Brasil;Rio de Janeiro;Juan Pérez;Tablet;Electrónica;2;74.81;149.62;Aéreo;En tránsito
1370;2024-12-21;Uruguay;Montevideo;Pedro Sánchez;Tablet;Electrónica;3;854.96;2564.88;Aéreo;Pendiente
1371;2024-06-20;Colombia;Medellín;Juan Rodríguez;Cámara;Electrónica;3;1001.69;3005.07;Terrestre;Pendiente
1372;2024-07-19;Venezuela;Caracas;María Rodríguez;Celular;Electrónica;3;664.98;1994.94;Terrestre;Cancelado
1373;2024-03-09;Brasil;São Paulo;Pedro Pérez;Celular;Electrónica;1;377.32;377.32;Terrestre;Entregado
1374;2024-04-05;Argentina;Rosario;Luis Sánchez;Celular;Electrónica;1;889.15;889.15;Aéreo;En tránsito
1375;2024-06-27;Venezuela;Maracaibo;María Sánchez;Laptop;Electrónica;3;1045.96;3137.88;Aéreo;Pendiente
1376;2025-02-28;Venezuela;Valencia;Carlos Rodríguez;Laptop;Electrónica;5;992.46;4962.3;Marítimo;En tránsito
1377;2024-07-09;Chile;Santiago;Luis Sánchez;Monitor;Electrónica;2;1177.8;2355.6;Marítimo;En tránsito
1378;2024-05-26;Argentina;Rosario;Pedro López;Cámara;Electrónica;5;956.26;4781.3;Aéreo;Cancelado
1379;2024-11-03;Colombia;Medellín;Ana Rodríguez;Tablet;Electrónica;5;425.27;2126.35;Aéreo;Cancelado
1380;2024-12-31;Bolivia;La Paz;María García;Cámara;Electrónica;4;438.21;1752.84;Marítimo;Entregado
1381;2024-10-03;Bolivia;La Paz;Luis Martínez;Laptop;Electrónica;4;780.3;3121.2;Terrestre;Cancelado
1382;2025-03-03;Bolivia;La Paz;Laura Martínez;Impresora;Oficina;3;215.2;645.6;Marítimo;Pendiente
1383;2024-11-22;Bolivia;Cochabamba;Carlos Rodríguez;Escritorio;Muebles;1;614.14;614.14;Aéreo;Entregado
1384;2024-12-25;Ecuador;Quito;Luis Martínez;Celular;Electrónica;4;1028.33;4113.32;Marítimo;Entregado
1385;2025-03-13;Perú;Cusco;Pedro García;Celular;Electrónica;2;335.04;670.08;Terrestre;Entregado
1386;2025-03-15;Perú;Lima;Pedro Pérez;Laptop;Electrónica;5;40.88;204.4;Marítimo;Pendiente
